,id,title,img,vtype,nfid,synopsis,avgrating,year,runtime,imdbid,poster,imdbrating,top250,top250tv,clist,titledate
72,80148,The Future Of,https://occ-0-1542-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa4fcf6tveyaOQDJqjNAXHrrzpNIjgErmT9owvEaF1dL_fteHMz2WguhuwCUxg_j6YS_QnVPRbAMMG1uhI6Gb0nfg0Q-_tBTbVdylRm29q3Rk8f-TzLu0Y8c7RJkUkOqBwzs18zk4PofoJa1_n2aIDkSuU2oFQDqF3QEIxtycWkzLto.jpg?r=c77,series,81123425,"With the help of industry experts, this innovative docuseries examines new and emerging technological trends to imagine revolutionary possibilities.",0.0,2022,0,tt0427276,https://m.media-amazon.com/images/M/MV5BMTI1NjkwOTgxMl5BMl5BanBnXkFtZTcwNzE0NTcyMQ@@._V1_SX300.jpg,7.7,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2022-06-21
73,38455,As Good as It Gets,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTDp7tyVIY3LH38iV0BUalaiqilgYe7GoomMspkHnY0ULZwgWKsHa6kDRboGoVLAmaKByw3tZuzBBPCLA9p7OuC91Q.jpg?r=3bb,movie,1181488,"The structured world of a sour, obsessive-compulsive author crumbles when he&#39;s drawn into the lives of a stressed-out single mom and his gay neighbor.",3.7528508,1997,8318,tt0119822,https://images-na.ssl-images-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.7,0.0,0.0,"""DE"":""Germany"",""GB"":""United Kingdom"",""IL"":""Israel"",""IT"":""Italy"",""JP"":""Japan"",""LT"":""Lithuania"",""KR"":""South Korea"",""CH"":""Switzerland""",2015-04-14
74,38400,Ocean&#39;s Eleven,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQoo7xw3bbBQHdvnhKNudGIPSFlvZjryrT464UB4Tg_55xdvwypKRliA-LYuLZnjJ3r7_IQolAk5m7YBEWpJPiOOvw.jpg?r=42a,movie,60021783,"Less than 24 hours into his parole, charismatic Danny Ocean is already rolling out his next plan: stealing more than $150 million from three casinos.",3.9761448,2001,6997,tt0240772,https://images-na.ssl-images-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.7,0.0,0.0,"""DE"":""Germany"",""IN"":""India"",""KR"":""South Korea""",2015-04-14
75,80495,Incantation,https://occ-0-4584-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdJwt8knAxEJrYh9JJKE0q-Dwem0fqreket9ZF4TvnplFw6Z0BSV_20kwMHu1m1tW1MsEOw40IyM3maE1jMl87aI-rVBGrVDPFbvsq6LL4rGVyzQ2_Ofo6-WxQQ0GKTofPI.jpg?r=d86,movie,81599888,"Six years ago, Li Ronan was cursed after breaking a religious taboo. Now, she must protect her daughter from the consequences of her actions.",0.0,2022,6688,tt18968540,https://m.media-amazon.com/images/M/MV5BNzVhMzdmNmItOWU4Ni00NmVhLWFkYjgtMjUzNjRhOTlmYjE1XkEyXkFqcGdeQXVyNTM2NTY4NzU@._V1_SX300.jpg,7.7,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2022-07-09
76,82148,Then Barbara Met Alan,https://occ-0-284-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABds_SpNRiGPQkbABYntmPJ2MhwYN30C10BsRyVgqFG1zJKjg3daGyxphxjYbk9KAnR7vdQnVYYKdRbgAH9zfP2juJzOUm1e2Tw.jpg?r=987,movie,81406123,"After meeting in a club, two cabaret performers fall in love and start campaigning for disability rights across the UK. Based on a true story.",0.0,2022,4054,tt16588654,https://m.media-amazon.com/images/M/MV5BNzJkNzljZDctMzAwOS00MGVlLWJjYmUtNzhiZGU2ZTcxYzNlXkEyXkFqcGdeQXVyMTUyNTY2MjIy._V1_SX300.jpg,7.7,,,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2022-09-21
77,28917,Primal Fear,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYhut1AkQDwKKm8-eK7XC2E0JoRB-3K4Gi4F5rkqHWHsUZYOhwIfcCphL1DxH_e7o2BJRq26oIfJXu0Taw6xYVYIXQ.jpg?r=7bd,movie,873159,"When a blood-spattered altar boy is found running from a murder scene, his conviction seems certain -- but his attorney is determined to win the case.",3.8899593,1996,7825,tt0117381,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjkxNzczNF5BMl5BanBnXkFtZTgwMzEyNjQxMTE@._V1_SX300.jpg,7.7,0.0,0.0,"""DE"":""Germany"",""NL"":""Netherlands"",""GB"":""United Kingdom"",""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""CZ"":""Czech Republic"",""IN"":""India"",""IL"":""Israel"",""more"":""+7""",2015-04-14
78,29519,Silver Linings Playbook,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe8IKXUyJ1c9aXdhGbKiHqggWIBl4tWox0kv8utf2-V8tgdfUOjK9mruTfxkNaawS9jSS7mlY7ZbmEXNpv8ssFczrw.jpg?r=87a,movie,70244164,"After a stint in a mental hospital, Pat moves in with his parents and tries to win back his wife, until he meets a woman who&#39;s as unstable as he is.",4.121158,2012,7325,tt1045658,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,7.7,0.0,0.0,"""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""IN"":""India"",""IT"":""Italy"",""MX"":""Mexico"",""KR"":""South Korea"",""TR"":""Turkey""",2015-04-14
79,62765,A Star Is Born,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRoY8SwBUfoyuz0krJXpHgr17xl3a9pF0oIqab2svRi5PF2x3vecu_xZO5_rmpHTJ7mC55mN_sr9xYNa1gM5rixy6g.jpg?r=f44,movie,80221908,"When an aspiring singer develops a passionate relationship with a seasoned musician, her career begins to soar as his vices trigger a downward spiral.",0.0,2018,8142,tt1517451,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.7,0.0,0.0,"""FR"":""France"",""DE"":""Germany"",""AU"":""Australia"",""BE"":""Belgium"",""IT"":""Italy"",""JP"":""Japan"",""PT"":""Portugal"",""KR"":""South Korea"",""ES"":""Spain"",""CH"":""Switzerland"",""more"":""+1""",2019-08-03
80,69028,Ordinary People,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXmZsvgOX6yQRCwO5iMcvEk8ujsYjo0vxl9JDrfuvOioX9GXMUI0ZzZK0SMzHk4Aah8DRjlulbRz_g-w79dPP1ZTjg.jpg?r=692,movie,81388042,"During a probe into a missing high school student, her best friend and a new gym teacher stumble upon the sinister truth behind her disappearance.",0.0,2018,5961,tt0081283,https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,7.7,,,"""KR"":""South Korea""",2021-02-28
81,62120,Mission: Impossible - Fallout,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcWqrcyYDn3et9AsKJFVKnKdYfqBJn3oMtvpd07eDnJfuBlFvj3GuwVmD0OMMKArokN_DaJe0-K0YmR4Kq_7aJ5ZzQ.jpg?r=ed1,movie,80236314,"A mission gone wrong forces Ethan Hunt and his team to work with the CIA, and familiar faces, as they race to save the world from nuclear devastation.",0.0,2018,8848,tt4912910,https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_SX300.jpg,7.7,0.0,0.0,"""AR"":""Argentina"",""BR"":""Brazil"",""CO"":""Colombia"",""CZ"":""Czech Republic"",""HK"":""Hong Kong"",""IL"":""Israel"",""IT"":""Italy"",""MX"":""Mexico"",""PH"":""Philippines"",""ZA"":""South Africa"",""more"":""+3""",2019-05-21
82,85880,Marcel the Shell with Shoes On,https://occ-0-1361-988.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABUdcF2tEFVTQRm6-0h83gz6gNuFNW-1cENSp9HTZLrUyBBYAvrlrYsqzOYtoJ_6UaaS1xEWMda_eqvlcNIqB54FhvMb0rWrFvw.jpg?r=e01,movie,81586737,"A filmmaker befriends the tiny talking shell sharing his Airbnb, who sets out to find his missing family and becomes an online sensation in the process.",0.0,2022,5412,tt15339456,https://m.media-amazon.com/images/M/MV5BODgzZGEwZGQtZjA2Mi00OTI5LWIwZmYtZDQ4OTMxODE0YmU4XkEyXkFqcGdeQXVyOTQ5MDIyNDM@._V1_SX300.jpg,7.7,,,"""KR"":""South Korea""",2023-03-24
83,49432,Being John Malkovich,https://occ-0-2705-2433.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABfAAhC7vVbFCFWDh5mQGQB75fRcGcSrMbhaii4K1mAXm4JuQm05C-e1CzxRAD4WusdGdEODeIHdNbo2yO5YX4ajTOw.jpg?r=8e1,movie,28363298,"When puppeteer Craig Schwartz discovers a portal into John Malkovich&#39;s brain, he decides to sell 15-minute excursions into the esteemed actor&#39;s mind.",3.4061832,1999,6767,tt0120601,https://images-na.ssl-images-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.7,0.0,0.0,"""KR"":""South Korea""",2016-10-01
84,59831,Get Out,https://occ-0-114-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQS1QxVVXePEWEUt46T7hkBoQjwid5RZeeg5l9ZptguxphVGYR8Lulbi7lO1oyY4G8OvcwKT5m7AvmMohEXQmFQqqQ.jpg?r=2c6,movie,80149258,"Chris, who is black, is anxious about meeting his white girlfriend&#39;s parents at their country estate. They seem nice but still, they creep him out.",0.0,2017,6244,tt5052448,https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,7.7,0.0,0.0,"""FR"":""France"",""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""IN"":""India"",""JP"":""Japan"",""MX"":""Mexico"",""KR"":""South Korea""",2018-10-25
85,27761,"What Happened, Miss Simone?",https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXvV6JuIKxzxpybJXxIu8tgXfg8SHtbcCYw8f4wJEkmNCA5E9l7qYZgMKZ1EXJ9q8HBPc3uakTHipy4_YrYpm7G2-DGnG6id7l5eisYso2zVtvd_dqbXzzpopDo.jpg?r=7d8,movie,70308063,"Using never-before-heard recordings, rare archival footage and her best-known songs, this is the story of legendary singer and activist Nina Simone.",4.419114,2015,6144,tt4284010,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5MjA1MTA1NF5BMl5BanBnXkFtZTgwMzczMjE3NzE@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2015-04-14
86,27423,My Little Pony: Friendship Is Magic,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVm_vaBKHtq7_B8XTXQ6L-REh7y2riC90VUCXlABb672XclBDP4-029p1Y7JqvweK-OBC5HOJx3MEktgEDFzUnUzBQ.jpg?r=2be,series,70234440,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",3.6687334,2010,0,tt1751105,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NzQ1MDg5MV5BMl5BanBnXkFtZTcwMDIzODIxNw@@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2015-04-14
87,27874,Unbreakable Kimmy Schmidt,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTmoqQpBYgDE4KApB_8mqmdJIjM6-ev4PhI5uY5jrEHh-XyIVZHIHAzDBVw40WZOKI0ajYk1Sf8G3EkxX6WGsCCxoSo-ziejaTfOMuIjvo_SknpWdjmuft7XAcY.jpg?r=f46,series,80025384,"When a woman is rescued from a doomsday cult and lands in New York City, she must navigate a world she didn’t think even existed anymore.",4.170524,2015,0,tt3339966,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjA2MDM4NF5BMl5BanBnXkFtZTgwODYxNDYwMjI@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2015-04-14
88,26856,Being Elmo: A Puppeteer&#39;s Journey,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRUsoy6fopoC806dtGoefmHvUc57Gt3-45n_KWXzL-3ZpVt8HuowAptZA7ufToa_CpiajQIv1k77vL9TI3gtDTgZcw.jpg?r=acc,movie,70166234,"Narrated by Whoopi Goldberg, this documentary follows the career of puppeteer Kevin Clash, the soft-spoken man behind the furry red monster Elmo.",4.0108256,2011,4567,tt1787660,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4ODk3MDMwOF5BMl5BanBnXkFtZTcwMjQ5MzI4Ng@@._V1_SX300.jpg,7.6,0.0,0.0,"""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""AU"":""Australia"",""BE"":""Belgium"",""CZ"":""Czech Republic"",""GR"":""Greece"",""HK"":""Hong Kong"",""HU"":""Hungary"",""more"":""+18""",2015-04-14
89,49054,Designated Survivor,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWIr1bm_1ELjknmQ7XXQVEXezyc456Us_vdqfa56-FQl3EkmEkcd9j1kMFUNciLNYaxAGzWrVFF5k_wZv0mdi8yP1i74dXJykFcQUEtU53YbNXCWlKJHagqhuEU.jpg?r=532,series,80113647,America&#39;s fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.,3.2666667,2016,0,tt5296406,https://images-na.ssl-images-amazon.com/images/M/MV5BMDQ2ZGE4NTYtNGE4MC00YWU3LWE0ZjgtMzNjN2ZiMzg5YWI3XkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2016-09-22
90,50115,World of Winx,http://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcVf7aph2-UfgmQ4z6umMUSuOzN9vFXS9r3IC1m0llI1GIS_PfyxYvU6nx9jqnVPgWUFszRALlIh360hzNQdXAM7HO78VZBqTQF14Iz8ctREB9bIV1BAdF6GbfI.jpg?r=69a,series,80007778,"The reality show &#39;WOW!&#39; engages the Winx in their mission, starting an undercover, worldly journey in order to make talented kids&#39; dreams come true.",3.8137653,2016,0,tt5874596,https://images-na.ssl-images-amazon.com/images/M/MV5BZmIxNTg0NjEtMTIyOS00OTI2LWJhMmQtOTA2YWZlNzAxODQ4XkEyXkFqcGdeQXVyNjgxMTg0OTQ@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2016-11-04
91,50572,For the Love of Spock,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQA5hlq4737_WVAgF6WmvOL2-wA4OY34-4TWN8cEhUPDkdejHXUx7GDeeC-MnyHWjfB7LPp5nhUfKNRCoTK4imM8Bg.jpg?r=1e8,movie,80115102,"The son of actor Leonard Nimoy directs this moving look at his father&#39;s portrayal of Spock, the iconic &#39;Star Trek&#39; character he played for 50 years.",3.3162055,2016,6695,tt4572820,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM2Mjg4Mjk5Nl5BMl5BanBnXkFtZTgwMTE1OTE5OTE@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+25""",2016-12-01
92,52720,Louis C.K. 2017,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWxk_u8tp09x53t3jhu2EnNEHwghnbnTLMOKko9EfNipyLrCZEgGT608yJYLYBI_PwtMGBgghnU571jnNYxVpDmJptab55ZQ3uFhxXmfrtAir_5ecBGYx129xKg.jpg?r=676,movie,80161109,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",0.0,2017,4467,tt6736782,https://images-na.ssl-images-amazon.com/images/M/MV5BOGYwMmVlMWUtZDE2My00MzMyLTk5MTQtZDdmM2U5YWQwZjM1XkEyXkFqcGdeQXVyMjExNDAyOTU@._V1_SX300.jpg,7.6,0.0,0.0,"""FR"":""France"",""DE"":""Germany"",""PL"":""Poland"",""AU"":""Australia"",""CZ"":""Czech Republic"",""IS"":""Iceland"",""IL"":""Israel"",""JP"":""Japan"",""LT"":""Lithuania"",""MX"":""Mexico"",""more"":""+8""",2017-04-04
93,52401,Chesapeake Shores,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRBvlfXz9Xibo-TeW9-7FMvDuAsSC8gt36t1yImb6eEEy8wlCp_huGEgart72W8SpNmNdRTa6Rvy8Apt6_YPVaDw3A.jpg?r=f10,series,80111373,"When she returns to the small Maryland hometown her father founded, a successful career woman and single mom considers staying and setting down roots.",3.6883116,2016,0,tt5151816,https://images-na.ssl-images-amazon.com/images/M/MV5BNzYwZjEyZDQtYzFhZC00NTMwLThkNjItNjY2NDJlYWUyODMyXkEyXkFqcGdeQXVyNjc5MTU5NTM@._V1_SX300.jpg,7.6,0.0,0.0,"""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""BR"":""Brazil"",""CO"":""Colombia"",""more"":""+25""",2017-03-31
94,54158,Buddy Thunderstruck: The Maybe Pile,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRa9sFLpe0JkXTN1D1gGta0Gf1AesT3DnQK46rp4D84D4mpbBYAxRnXTi3hzouJ46ODeSNs6v17rOXWnvK8qwNAd3nci7NNVxisJkQSlDxw3vCmTBSCZEnxGPqmJ1KW7A0NeWPwvP0jREgYz11CAth-apDiPfFlJzdKdFxqkx5v62t27FVrBjw.jpg?r=e7e,movie,80149064,"Champion truck-racing dog Buddy and his best friend, ferret mechanic Darnell, paw through the &#39;maybe pile&#39; and test out a bunch of crazy stunts.",0.0,2017,815,tt7094950,,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2017-07-14
95,54353,Life plan A and B,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYPD3Od-RaKkZt6EDsjab954VIbQI8ONbywWfIDfzCMJkoOEtP-O4mHwbZtchniFS51lbsQ989qtWTDYQBZh0E2cgQ.jpg?r=b13,series,80184595,Two parallel life paths begin for a man and woman in love after she is offered a lucrative promotion far away and must choose between love and career.,0.0,2016,0,tt7034962,,7.6,0.0,0.0,"""CA"":""Canada"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""CZ"":""Czech Republic"",""HU"":""Hungary"",""IS"":""Iceland"",""more"":""+9""",2017-08-01
96,37610,Moneyball,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYVQ9kO8VgzJVeFoMPW97HPgutpNTeuHwmvit2UFjt74wYbughyS_RFX0wHmwIftKTwc4ZPgMlOfcf4U_HdpH_YQfw.jpg?r=20a,movie,70201437,This drama follows the true story of a former jock turned general manager who uses unusual methods to bring the best players to the Oakland A&#39;s.,3.9258401,2011,7996,tt1210166,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,7.6,0.0,0.0,"""DE"":""Germany"",""AR"":""Argentina"",""AU"":""Australia"",""BR"":""Brazil"",""CO"":""Colombia"",""IN"":""India"",""IT"":""Italy"",""JP"":""Japan"",""MX"":""Mexico"",""PT"":""Portugal"",""more"":""+4""",2015-04-14
97,59253,Quincy,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdHbMj2ru-8_AnFL3D49YgKhpL2p1XSO4HYY7lD4MqeTLAy5lyVhb4SJwBt0mxC4Sslc6Wku80rBNOVkoriGRCQjNI6HBXa1PVSGEYXshULh8_PDkN7StfPUV5g.jpg?r=b2b,movie,80102952,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",0.0,2018,7453,tt7440432,N/A,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""BR"":""Brazil"",""CO"":""Colombia"",""more"":""+23""",2018-09-21
98,56760,Devilman Crybaby,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY8o3UvdlqW1U9PVPFXtfrLsdDLrKYKqqh_jNkshMEAXSr4G8PgSYT5FTooub0YUlffwbdzXc-ePifXl2sO2y4w4Ilar7a6c_T65XhQYDL81c9BogOgI9heGG5w.jpg?r=5eb,series,80174974,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.",0.0,2018,0,tt6660498,https://images-na.ssl-images-amazon.com/images/M/MV5BYjdjNzU2MmUtMDYxMS00OTEwLWFhODMtMWVlZWYwOWUxZWMxXkEyXkFqcGdeQXVyMTk2MDc1MjQ@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2018-01-05
99,56827,Tom Segura: Disgraceful,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeP2CEVks5CtcZt24ibmuEeYVMvsEW4xH9IlqG98D-_UE1IHRpXQ0cfCCLRsWLADDXFxCwleiFab1UyOzttN88_c96hmQXkfieEnJRbSQDT7px3xRh3P_2SLf00.jpg?r=18c,movie,80187307,"Tom Segura gives voice to the sordid thoughts you&#39;d never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",0.0,2018,4268,tt7379330,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2OTM1NTA0OV5BMl5BanBnXkFtZTgwMzA2NDI0NDM@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""US"":""United States"",""AR"":""Argentina"",""BR"":""Brazil"",""CZ"":""Czech Republic"",""GR"":""Greece"",""HK"":""Hong Kong"",""IS"":""Iceland"",""more"":""+8""",2018-01-12
0,59687,Elite,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe856amonS2DOsuVjOg_69o2Ggy_nLmWCO_LEFdD3eSP8sD-VGr4SqO9gKnFVeWolqlm0C1lhrI1FcMIncRVv7MPDFHamwGud_QQdGoU6A4B-kZjw1A8ipjmQlM.jpg?r=f20,series,80200942,"When three working-class teens enroll in an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",0.0,2018,0,tt7134908,https://m.media-amazon.com/images/M/MV5BOTgyOTIwODk3MV5BMl5BanBnXkFtZTgwNTE2MzEzNjM@._V1_SX300.jpg,7.6,0.0,0.0,"""CA"":""Canada"",""FR"":""France"",""DE"":""Germany"",""NL"":""Netherlands"",""PL"":""Poland"",""GB"":""United Kingdom"",""US"":""United States"",""AR"":""Argentina"",""AU"":""Australia"",""BE"":""Belgium"",""more"":""+27""",2018-10-05
